trigger_verb,trigger_item,trigger_room,condition_item,condition_not_item,condition_room_item,condition_item_state,condition_item_turns_eq,effect_type,effect_target,effect_value,message,delay,once,condition_location_dark,condition_counter_gte,chance_pct,stop
;=== ACTUAL PUZZLE TYPE PUZZLES ===,,,,,,,,,,,,,,,,
;===Lamp is needed to see in the dark - messages shown when it gets low on oil,,,,,,,,,,,,,,,,
FORCE,,,LAMP,,,lamp:1,lamp:50,PRINT_MSG,,,Your lamp is getting dim.,0,FALSE,,,
FORCE,,,LAMP,,,lamp:1,lamp:30,PRINT_MSG,,,Your lamp is running very low.,0,FALSE,,,
;FORCE,,,LAMP,,,lamp:1,lamp:1,PRINT_MSG,,,Your lamp has run out of power.,0,FALSE,,,
FORCE,,,LAMP,,,,lamp:0,PRINT_MSG,,,Your lamp has run out of power.,0,FALSE,,,
";===If you move in the dark, every move adds up. After move 1 there's a 35% chance you die",,,,,,,,,,,,,,,,
FORCE,,,,,,,,INCREMENT_COUNTER,dark_moves,,,0,FALSE,TRUE,,
FORCE,,,,,,,,RESET_COUNTER,dark_moves,,,0,FALSE,FALSE,,
FORCE,,,,,,,,LOSE,,,You stumble around in the dark and fall into a pit.,0,FALSE,,dark_moves:2,35
;===Grate across a tunnel between rooms 8 and 9 - needs to be opened with keys to add the exits,,,,,,,,,,,,,,,,
UNLOCK,GRATE,8,KEYS,,,grate:0,,PRINT_MSG,,,The grate is now open.,0,FALSE,,,
UNLOCK,GRATE,8,KEYS,,,grate:0,,ADD_EXIT,8,DOWN:9,,0,FALSE,,,
UNLOCK,GRATE,8,KEYS,,,grate:0,,ADD_EXIT,9,UP:8,,0,FALSE,,,
UNLOCK,GRATE,8,KEYS,,,grate:0,,SET_ITEM_STATE,grate,1,,0,FALSE,,,
UNLOCK,GRATE,9,KEYS,,,grate:0,,PRINT_MSG,,,The grate is now open.,0,FALSE,,,
UNLOCK,GRATE,9,KEYS,,,grate:0,,ADD_EXIT,8,DOWN:9,,0,FALSE,,,
UNLOCK,GRATE,9,KEYS,,,grate:0,,ADD_EXIT,9,UP:8,,0,FALSE,,,
UNLOCK,GRATE,9,KEYS,,,grate:0,,SET_ITEM_STATE,grate,1,,0,FALSE,,,
";===Bird in room 13 - needs cage to carry, rod1 frightens it. Dropping in snake room clears the snake.",,,,,,,,,,,,,,,,
GET,BIRD,13,ROD1,,,,,PRINT_MSG,,,"THE BIRD WAS UNAFRAID WHEN YOU ENTERED, BUT AS YOU APPROACH IT BECOMES DISTURBED AND YOU CANNOT CATCH IT.",0,FALSE,,,
GET,BIRD,13,,"ROD1,CAGE",,,,PRINT_MSG,,,"YOU CAN CATCH THE BIRD, BUT YOU CANNOT CARRY IT.",0,FALSE,,,
GET,BIRD,13,CAGE,ROD1,,,,GIVE_ITEM,bird,,,0,FALSE,,,
GET,BIRD,13,CAGE,ROD1,,,,SET_ITEM_STATE,bird,1,,0,FALSE,,,
GET,BIRD,13,CAGE,ROD1,,,,PRINT_MSG,,,OK.,0,FALSE,,,
;===Snake in room 19 - blocks south/west exits. Drop bird (in cage) to drive it away.
DROP,BIRD,19,,,SNAKE,,,PRINT_MSG,,,"THE LITTLE BIRD ATTACKS THE GREEN SNAKE, AND IN AN ASTOUNDING FLURRY DRIVES THE SNAKE AWAY.",0,FALSE,,,
DROP,BIRD,19,,,SNAKE,,,ADD_EXIT,19,SOUTH:36,,0,FALSE,,,
DROP,BIRD,19,,,SNAKE,,,ADD_EXIT,19,WEST:37,,0,FALSE,,,
DROP,BIRD,19,,,SNAKE,,,DESTROY_ITEM,bird,,,0,FALSE,,,
DROP,BIRD,19,,,SNAKE,,,DESTROY_ITEM,snake,,,0,FALSE,,,
SOUTH,,19,,,SNAKE,,,PRINT_MSG,,,You can't get by the snake.,0,FALSE,,,
WEST,,19,,,SNAKE,,,PRINT_MSG,,,You can't get by the snake.,0,FALSE,,,
;===Instructions at start - do you want to see them?,,,,,,,,,,,,,,,,
YES,,1,,,,,,SHOW_MESSAGE,instructions,,,0,FALSE,,,
YES,,1,,,,,,SHOW_ROOM_LONG_DESC,,,,1,FALSE,,,
NO,,1,,,,,,SHOW_ROOM_LONG_DESC,,,,1,FALSE,,,
;===Vase - safe drop onto pillow (pillow must be in room); otherwise shatters,,,,,,,,,,,,,,,,
DROP,VASE,,,,PILLOW,,,PRINT_MSG,,,"THE VASE IS NOW RESTING, DELICATELY, ON A VELVET PILLOW.",0,FALSE,,,,
DROP,VASE,,,,PILLOW,,,DROP_ITEM,vase,,,0,FALSE,,,,
DROP,VASE,,,,PILLOW,,,SET_ITEM_STATE,vase,1,,0,FALSE,,,,TRUE
DROP,VASE,,,,,,,,PRINT_MSG,,,THE MING VASE DROPS WITH A DELICATE CRASH.,0,FALSE,,,,
DROP,VASE,,,,,,,,DROP_ITEM,vase,,,0,FALSE,,,,
DROP,VASE,,,,,,,,SET_ITEM_STATE,vase,2,,0,FALSE,,,,
DROP,VASE,,,,,,,,SET_GETTABLE,vase,FALSE,,0,FALSE,,,,
;===Bottle - FILL BOTTLE at oil pool (room 25) to collect oil,,,,,,,,,,,,,,,,
FILL,BOTTLE,25,BOTTLE,,OIL,,,PRINT_MSG,,,YOUR BOTTLE IS NOW FULL OF OIL.,0,FALSE,,,,
FILL,BOTTLE,25,BOTTLE,,OIL,,,SET_ITEM_STATE,bottle,2,,0,FALSE,,,,TRUE
;===Door - POUR OIL on rusty door in room 94 to open it,,,,,,,,,,,,,,,,
POUR,OIL,94,BOTTLE,,,bottle:2,,PRINT_MSG,,,"THE OIL HAS FREED UP THE HINGES SO THAT THE DOOR WILL NOW MOVE, ALTHOUGH IT REQUIRES SOME EFFORT.",0,FALSE,,,,
POUR,OIL,94,BOTTLE,,,bottle:2,,ADD_EXIT,94,NORTH:95,,0,FALSE,,,,
POUR,OIL,94,BOTTLE,,,bottle:2,,SET_ITEM_STATE,door,1,,0,FALSE,,,,
POUR,OIL,94,BOTTLE,,,bottle:2,,SET_ITEM_STATE,bottle,1,,0,FALSE,,,,TRUE
;===Fissure - WAVE ROD to raise/lower crystal bridge between rooms 17 and 27,,,,,,,,,,,,,,,,
WAVE,ROD1,17,,,,fissure:0,,PRINT_MSG,,,A CRYSTAL BRIDGE NOW SPANS THE FISSURE.,0,FALSE,,,
WAVE,ROD1,17,,,,fissure:0,,ADD_EXIT,17,OVER:27,,0,FALSE,,,
WAVE,ROD1,17,,,,fissure:0,,ADD_EXIT,27,OVER:17,,0,FALSE,,,
WAVE,ROD1,17,,,,fissure:0,,SET_ITEM_STATE,fissure,1,,0,FALSE,,,,TRUE
WAVE,ROD1,17,,,,fissure:1,,PRINT_MSG,,,THE CRYSTAL BRIDGE HAS VANISHED!,0,FALSE,,,
WAVE,ROD1,17,,,,fissure:1,,REMOVE_EXIT,17,OVER,,0,FALSE,,,
WAVE,ROD1,17,,,,fissure:1,,REMOVE_EXIT,27,OVER,,0,FALSE,,,
WAVE,ROD1,17,,,,fissure:1,,SET_ITEM_STATE,fissure,0,,0,FALSE,,,,TRUE
WAVE,ROD1,27,,,,fissure:0,,PRINT_MSG,,,A CRYSTAL BRIDGE NOW SPANS THE FISSURE.,0,FALSE,,,
WAVE,ROD1,27,,,,fissure:0,,ADD_EXIT,17,OVER:27,,0,FALSE,,,
WAVE,ROD1,27,,,,fissure:0,,ADD_EXIT,27,OVER:17,,0,FALSE,,,
WAVE,ROD1,27,,,,fissure:0,,SET_ITEM_STATE,fissure,1,,0,FALSE,,,,TRUE
WAVE,ROD1,27,,,,fissure:1,,PRINT_MSG,,,THE CRYSTAL BRIDGE HAS VANISHED!,0,FALSE,,,
WAVE,ROD1,27,,,,fissure:1,,REMOVE_EXIT,17,OVER,,0,FALSE,,,
WAVE,ROD1,27,,,,fissure:1,,REMOVE_EXIT,27,OVER,,0,FALSE,,,
WAVE,ROD1,27,,,,fissure:1,,SET_ITEM_STATE,fissure,0,,0,FALSE,,,,TRUE
;=== FORCE MOVES - THESE AREN'T PUZZLES BUT FORCE YOU TO MOVE TO ANOTHER ROOM (OR DIE) WHEN YOU ENTER ===,,,,,,,,,,,,,,,,
FORCE,,16,,,,,,TELEPORT,,14,,1,FALSE,,,
FORCE,,20,,,,,,LOSE,,,,1,FALSE,,,
FORCE,,26,,,,,,TELEPORT,,88,,1,FALSE,,,
